id,name_s,txt_t
jrc32001R0719-en,Commission Regulation EC No 719/2001 of 10 April 2001 amending Regulation EC No 590/2001 derogating from and amending Regulation EC No 562/2000 laying down detailed rules for the application of Council Regulation EC No 1254/1999 as regards the buying-in of beef,"Commission Regulation EC No 7192001.  of 10 April 2001.  amending Regulation EC No 5902001 derogating from and amending Regulation EC No 5622000 laying down detailed rules for the application of Council Regulation EC No 12541999 as regards the buying-in of beef.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 12541999 of 17 May 1999 on the common organisation of the market in beef and veal1 and in particular Article 478 thereof Whereas 1 Commission Regulation EC No 59020012 introduces a number of amendments and derogations to Commission Regulation EC No 56220003 in order to deal with the exceptional market situation resulting from the recent events linked to bovine spongiform encephalopathy BSE.  2 In view of that situation and to improve the effectiveness of the intervention measures laid down in Regulation EC No 5902001 a derogation should be granted from Article 42g of Regulation EC No 5622000 relating to the two April tendering procedures by allowing the purchase of heavier animals while restricting their buying-in price to that of the maximum authorised weight.  3 Regulation EC No 5902001 should therefore be amended.  4 In view of the development of events this Regulation must enter into force immediately.  5 The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Beef and Veal HAS ADOPTED THIS REGULATION Article 1.  Article 13 of Regulation EC No 5902001 is replaced by the following 3.  Notwithstanding Article 42g of Regulation EC No 5622000 for the second quarter of 2001 the maximum weight of the carcasses referred to therein shall be - 430 kg for the first two tendering procedures.  however carcasses weighing more than 430 kg may be bought into intervention but in that case the buying- in price paid shall not exceed the price for that maximum weight - 410 kg for the third and fourth tendering procedures - 390 kg for the last two tendering procedures. .  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32001R0653-en,Commission Regulation EC No 653/2001 of 30 March 2001 fixing the maximum amount of compensatory aid resulting from the exchange rate for the pound sterling applicable on 31 December 2000 and 1 January 2001,"Commission Regulation EC No 6532001.  of 30 March 2001.  fixing the maximum amount of compensatory aid resulting from the exchange rate for the pound sterling applicable on 31 December 2000 and 1 January 2001.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 279998 of 15 December 1998 establishing agrimonetary arrangements for the euro1 and in particular Article 5 thereof Whereas 1 Article 51 of Regulation EC No 279998 states that compensatory payments may be made in cases where the exchange rate applicable on the date of the operative event is below that previously applicable.  However that provision is not applicable to amounts to which a rate lower than the new rate was applicable during the 24 months immediately before the new rate took effect.  2 The exchange rate for the pound sterling applicable on the operative event dates of 31 December 2000 and 1 January 2001 was lower than those previously applicable.  3 The compensatory aid is to be paid under the conditions laid down in Regulation EC No 279998 and in Commission Regulation EC No 280898 of 22 December 1998 laying down detailed rules for the application of the agrimonetary system for the euro in agriculture2 as last amended by Regulation EC No 245220003.  4 The amounts of the compensatory aid are established in accordance with Articles 5 and 9 of Regulation EC No 279998 and with Article 10 of Regulation EC No 280898.  5 The measures provided for in this Regulation are in accordance with the opinions of the Management Committees concerned HAS ADOPTED THIS REGULATION Article 1.  The maximum amounts of the first tranche of compensatory aid which the United Kingdom may pay as a result of the reduction recorded on the operative event dates of 31 December 2000 and 1 January 2001 in the exchange rate for the pound sterling compared to the rate previously applicable are listed in the Annex to this Regulation.  Article 2.  This Regulation shall enter into force on the seventh day following its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc22006A0608_01-en,Agreement in the form of an Exchange of Letters between the European Community and the People's Republic of China pursuant to Article XXIV:6 and Article XXVIII of the General Agreement on Tariffs and Trade GATT 1994 relating to the modification of concessions in the schedules of the Czech Republic the Republic of Estonia the Republic of Cyprus the Republic of Latvia the Republic of Lithuania the Republic of Hungary the Republic of Malta the Republic of Poland the Republic of Slovenia and the Slovak Republic in the course of their accession to the European Union,"Agreement in the form of an Exchange of Letters.  between the European Community and the People's Republic of China pursuant to Article XXIV6 and Article XXVIII of the General Agreement on Tariffs and Trade GATT 1994 relating to the modification of concessions in the schedules of the Czech Republic the Republic of Estonia the Republic of Cyprus the Republic of Latvia the Republic of Lithuania the Republic of Hungary the Republic of Malta the Republic of Poland the Republic of Slovenia and the Slovak Republic in the course of their accession to the European Union.  A.  Letter from the European Community.   TIFF .  Brussels Sir Following the initiation of negotiations between the European Communities EC and the People's Republic of China under Article XXIV6 and Article XXVIII of GATT 1994 for the modification of concessions in the schedules of Czech Republic the Republic of Estonia the Republic of Cyprus the Republic of Latvia the Republic of Lithuania the Republic of Hungary the Republic of Malta the Republic of Poland the Republic of Slovenia and the Slovak Republic in the course of their accession to the EU the following is agreed between the EC and the People's Republic of China in order to close the negotiations opened following the EC's notification of 19 January 2004 to the WTO pursuant to Article XXIV6 of GATT 1994.  The EC agrees to incorporate in its schedule for the customs territory of EC 25 the concessions that were included in its previous schedule.  The EC agrees that it will incorporate in its schedule for the EC 25 the concessions contained in the annex to this agreement.  This Agreement shall enter into force on the date on which the EC receives from the People's Republic of China a duly executed letter of agreement following consideration by the parties in accordance with their own procedures.  The EC undertakes to use its best endeavours to ensure that the appropriate implementing measures enter into force no later than 1 January 2006 and under no circumstances later than 1 July 2006.  Please accept Sir the assurance of my highest consideration.  On behalf of the European Community.   TIFF .   "
jrc22006A1118_01-en,Agreement in the form of an Exchange of Letters on the provisional application of the Protocol setting out the fishing opportunities and financial contribution provided for in the Agreement between the European Community and the Gabonese Republic on fishing off the Coast of Gabon for the period from 3 December 2005 to 2 December 2011,"Agreement in the form of an Exchange of Letters.  on the provisional application of the Protocol setting out the fishing opportunities and financial contribution provided for in the Agreement between the European Community and the Gabonese Republic on fishing off the Coast of Gabon for the period from 3 December 2005 to 2 December 2011.  A.  Letter from the Government of Gabon.  Sir With reference to the Protocol initialled on Friday 28 October 2005 setting out the fishing opportunities and the financial contribution for the period from 3 December 2005 to 2 December 2011 I have the honour to inform you that Gabon is willing to apply the Protocol provisionally from 3 December 2005 pending its entry into force in accordance with Article 13 thereof provided that the European Community is prepared to do likewise.  This is on the understanding that the first instalment of the financial contribution laid down by Article 2 of the Protocol must be paid before 30 September 2006.  I should be grateful if you would confirm the agreement of the European Community to such a provisional application.  Please accept Sir the assurance of my highest consideration.  For the Government of Gabon.  B.  Letter from the European Community.  Sir I have the honour to acknowledge receipt of your letter of today's date which reads as follows With reference to the Protocol initialled on Friday 28 October 2005 setting out the fishing opportunities and the financial contribution for the period from 3 December 2005 to 2 December 2011 I have the honour to inform you that Gabon is willing to apply the Protocol provisionally from 3 December 2005 pending its entry into force in accordance with Article 13 thereof provided that the European Community is prepared to do likewise.  This is on the understanding that the first instalment of the financial contribution laid down by Article 2 of the Protocol must be paid before 30 September 2006. .  I am pleased to confirm the agreement of the European Community to a provisional application.  Please accept Sir the assurance of my highest consideration.  For the Council of the European Union.  --------------------------------------------------.   "
jrc31998L0075-en,Commission Directive 98/75/EC of 1 October 1998 updating the list of entities covered by Directive 90/547/EEC on the transit of electricity through transmission grids Text with EEA relevance,"COMMISSION DIRECTIVE 9875EC of 1 October 1998 updating the list of entities covered by Directive 90547EEC on the transit of electricity through transmission grids Text with EEA relevance.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Directive 90547EEC of 29 October 1990 on the transit of electricity through transmission grids 1 as last amended by Commission Decision 95162EC 2 and in particular Article 22 thereof Whereas the high-voltage transmission grids and the entities responsible for them in the Member States covered by Directive 90547EEC are listed in the Annex to that Directive.  Whereas the list is to be updated by the Commission after consultation with the Member State concerned whenever necessary within the context of the objectives of Directive 90547EEC and in particular taking into account Article 21a thereof.  Whereas mergers of entities andor the creation of independent grid companies in Denmark Germany Portugal and Finland as well the request for inclusion of a second high-voltage transmission grid in Luxembourg necessitate the updating of the list.  After consultation with the Member States concerned HAS ADOPTED THIS DIRECTIVE Article 1.  The Annex to Directive 90547EEC is replaced by the Annex to this Directive.  Article 2.  Member States shall bring into force the laws regulations and administrative provisions necessary to comply with this Directive before 28 February 1999.  They shall forthwith inform the Commission thereof.  When Member States adopt these measures they shall contain a reference to this Directive or shall be accompanied by such reference on the occasion of their official publication.  The methods of making such a reference shall be laid down by the Member States.  Article 3.  This Directive shall enter into force on the day of its publication in the Official Journal of the European Communities.  Article 4.  This Directive is addressed to the Member States.   "
jrc31998R0692-en,Commission Regulation EC No 692/98 of 27 March 1998 amending Regulation EC No 2050/97 determining the reductions to be applied in certain Member States to the compensatory payments under the aid scheme for rice producers,"COMMISSION REGULATION EC No 69298 of 27 March 1998 amending Regulation EC No 205097 determining the reductions to be applied in certain Member States to the compensatory payments under the aid scheme for rice producers.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 307295 of 22 December 1995 on the common organisation of the market in rice 1 as amended by Regulation EC No 19298 2 and in particular the second subparagraph of Article 65 thereof Whereas Article 65 of Regulation EC No 307295 lays down that where the areas given over to rice in a given year exceed a specific base area a reduction in the compensatory payment shall be applied to all producers in the base area in question for the same production year.  Whereas Article 62 of Commission Regulation EC No 61397 of 8 April 1997 laying down rules for the application of Council Regulation EC No 307295 as regards the conditions for granting compensatory payments under the aid scheme for rice producers 3 as amended by Regulation EC No 130597 4 lays down that the notifications from the Member States may under certain conditions be corrected and that after checking the corrected information the Commission must where appropriate recalculate the size of the reductions established pursuant to Article 65 of Regulation EC No 307295.  Whereas Spain has submitted a corrected notification regarding the area given over to rice in 1997.  whereas that area is lower than the national base area established for that Member State.  whereas after analysing the information the reduction in the compensatory payment laid down for Spain by Commission Regulation EC No 205097 5 should be cancelled.  Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Cereals HAS ADOPTED THIS REGULATION Article 1.  In the table given in Article 1 of Regulation EC No 205097 the reference to Spain and the figure 2775 are hereby deleted.  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0575-en,Commission Regulation EC No 575/98 of 12 March 1998 on the issue of import licences for rice and broken rice against applications submitted under Article 22 of Regulation EC No 327/98 additional tranche for January 1998,"COMMISSION REGULATION EC No 57598 of 12 March 1998 on the issue of import licences for rice and broken rice against applications submitted under Article 22 of Regulation EC No 32798 additional tranche for January 1998.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Commission Regulation EC No 32798 of 10 February 1998 opening and providing for the administration of certain tariff quotas for imports of rice and broken rice 1 and in particular Article 52 thereof Whereas Article 22 of Regulation EC No 32798 provides for the opening of an additional tranche for the issue of import licences for January 1998.  whereas licence applications for this additional tranche are to be submitted during the first 10 working days following the entry into force of Regulation EC No 32798.  Whereas pursuant to Article 52 of Regulation EC No 32798 within 10 days of the closing date for notification by the Member States of licence applications the Commission must decide to what extent the applications may be accepted and fix the quantities available under the following tranche.  Whereas examination of the quantities for which applications have been submitted shows that licences should be issued for the quantities applied for multiplied where appropriate by a percentage reduction in accordance with the provisions of the Annex hereto HAS ADOPTED THIS REGULATION Article 1.  1.  Import licences for rice and broken rice against applications submitted under Article 22 of Regulation EC No 32798 and notified to the Commission shall be issued for the quantities applied for multiplied where appropriate by the percentage reductions set out in the Annex hereto.  2.  The quantities available under the following tranche shall be as set out in the Annex hereto.  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0618-en,Commission Regulation EC No 618/98 of 18 March 1998 amending Regulation EC No 1898/97 laying down rules of application in the pigmeat sector for the arrangements covered by Council Regulation EC No 3066/95 and repealing Regulations EEC No 2698/93 and EC No 1590/94,"COMMISSION REGULATION EC No 61898 of 18 March 1998 amending Regulation EC No 189897 laying down rules of application in the pigmeat sector for the arrangements covered by Council Regulation EC No 306695 and repealing Regulations EEC No 269893 and EC No 159094.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 306695 of 22 December 1995 establishing certain concessions in the form of Community tariff quotas for certain agricultural products and providing for the adjustment as an autonomous and transitional measure of certain agricultural concessions provided for in the Europe Agreements to take account of the Agreement on Agriculture concluded during the Uruguay Round Multilateral Trade Negotiations 1 as last amended by Regulation EC No 159597 2 and in particular Article 8 thereof Having regard to Council Regulation EEC No 275975 of 29 October 1975 on the common organisation of the market in pigmeat 3 as last amended by Regulation EC No 329094 4 and in particular Article 22 thereof Whereas Commission Regulation EC No 189897 5 lays down detailed rules for application in the pigmeat sector of the arrangements provided for in Regulation EC No 306695.  Whereas Article 43 of Regulation EC No 189897 foresees that Member States notify to the Commission within five working days the applications lodged for import licences.  whereas in all other import regimes applied in the pigmeat sector this information is provided within three working days.  whereas it is appropriate to harmonise the two time periods in order to facilitate well functioning management of the different import regimes.  Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Pigmeat HAS ADOPTED THIS REGULATION Article 1.  In Article 43 of Regulation EC No 189897 'fifth is replaced by 'third.  Article 2.  This Regulation shall enter into force on 1 April 1998.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0624-en,Commission Regulation EC No 624/98 of 19 March 1998 amending Regulation EC No 1423/95 laying down detailed implementing rules for the import of products in the sugar sector other than molasses,"COMMISSION REGULATION EC No 62498 of 19 March 1998 amending Regulation EC No 142395 laying down detailed implementing rules for the import of products in the sugar sector other than molasses.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EEC No 178581 of 30 June 1981 on the common organisation of the markets in the sugar sector 1 as last amended by Regulation EC No 159996 2 and in particular Article 154 thereof Whereas pursuant to Article 12 of Commission Regulation EC No 142395 3 as last amended by Regulation EC No 114397 4 representative price on the world market on the basis of which additional duties are fixed are fixed for each marketing year in accordance with the procedure laid down in Article 41 of Regulation EEC No 178581 and may be amended if the fluctuation in the elements of the calculation produces a rise or fall of ECU 05 per 100 kilograms or more.  Whereas as a result of continued variations in representative prices on the world market the system currently in force involves frequent adaptation of additional duties.  whereas these frequent fluctuations in representative prices and additional duties taking place often for very small amounts complicate the system.  whereas for purposes of simplification legal certainty for traders and rationalisation of the procedure for the Commission the threshold for the amendment of representative prices on the world market from which additional duties must be adapted should be increased to ECU 120 per kilogram.  Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Sugar HAS ADOPTED THIS REGULATION Article 1.  In the second subparagraph of Article 12 of Regulation EC No 142395 'ECU 05 per 100 kilograms is replaced by 'ECU 120 per 100 kilograms.  Article 2.  This Regulation shall enter into force on the seventh day following its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0780-en,Council Regulation EC No 780/98 of 7 April 1998 amending Regulation EC No 1488/96 as regards the procedure for adopting the appropriate measures where an essential element for the continuation of support measures for a Mediterranean Partner is lacking,"COUNCIL REGULATION EC No 78098 of 7 April 1998 amending Regulation EC No 148896 as regards the procedure for adopting the appropriate measures where an essential element for the continuation of support measures for a Mediterranean Partner is lacking.  THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing the European Community and in particular Article 235 thereof Having regard to the proposal from the Commission 1 Having regard to the opinion of the European Parliament 2 Whereas Article 3 of Council Regulation EC No 148896 of 23 July 1996 on financial and technical measures to accompany MEDA the reform of economic and social structures in the framework of the Euro-Mediterranean partnership 3 provides that the said Regulation is based on the respect for democratic principles and the rule of law and also for human rights and fundamental freedoms which constitute an essential element thereof the violation of which element will justify the adoption of appropriate measures.  Whereas Article 16 of Regulation EC No 148896 provides that the definitive procedure for adopting the appropriate measures where an essential element for the continuation of support measures to a Mediterranean partner is lacking is to be determined by 30 June 1997.  Whereas it is therefore necessary to amend Regulation EC No 148896 to determine such a procedure.  Whereas the Treaty has not provided for the adoption of this Regulation powers other than those of Article 235 HAS ADOPTED THIS REGULATION Article 1.  Article 16 of Regulation EC No 148896 shall be replaced by the following 'Article 16.  When an essential element for the continuation of support measures to a Mediterranean partner is missing the Council may acting by a qualified majority on a proposal from the Commission decide upon appropriate measures. .  Article 2.  This Regulation shall enter into force on the third day following that of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0738-en,Commission Regulation EC No 738/98 of 1 April 1998 derogating temporarily from Regulation EC No 1445/95 on rules of application for import and export licences in the beef and veal sector,"COMMISSION REGULATION EC No 73898 of 1 April 1998 derogating temporarily from Regulation EC No 144595 on rules of application for import and export licences in the beef and veal sector.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EEC No 80568 of 27 June 1968 on the common organisation of the market in beef and veal 1 as last amended by Regulation EC No 263497 2 and in particular Articles 9 and 13 thereof Whereas Article 101 of Commission Regulation EC No 144595 of 26 June 1995 on rules of application for import and export licences in the beef and veal sector and repealing Regulation EEC No 237780 3 as last amended by Regulation EC No 26098 4 provides that export licences are to be issued on the fifth working day following that on which the application is lodged provided that no specific action has been taken by the Commission in the meantime.  Whereas in view of the public holidays in 1998 and the fact that the Official Journal is not published regularly on those days the period for reflection of five days is too short to ensure sound management of the market and it should be extended temporarily to seven days.  Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Beef and Veal HAS ADOPTED THIS REGULATION Article 1.  Notwithstanding Article 101 of Regulation EC No 144595 licences for applications lodged from - 6 to 8 April 1998 - 27 to 29 April 1998 - 18 to 20 May 1998 - 21 to 30 December 1998 shall be issued on the seventh working day following that on which the application is lodged provided no specific action as indicated in Article 102 of that Regulation is taken by the Commission in the meantime.  Article 2.  This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0644-en,Commission Regulation EC No 644/98 of 20 March 1998 supplementing the Annex to Regulation EC No 1107/96 on the registration of geographical indications and designations of origin under the procedure laid down in Article 17 of Council Regulation EEC No 2081/92 Text with EEA relevance,"COMMISSION REGULATION EC No 64498 of 20 March 1998 supplementing the Annex to Regulation EC No 110796 on the registration of geographical indications and designations of origin under the procedure laid down in Article 17 of Council Regulation EEC No 208192 Text with EEA relevance.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EEC No 208192 of 14 July 1992 on the protection of geographical indications and designations of origin for agricultural products and foodstuffs 1 as last amended by Commission Regulation EC No 106897 2 and in particular Article 172 thereof Whereas for certain names notified by the Member States pursuant to Article 17 of Regulation EEC No 208192 additional information was requested in order to ensure that they complied with Articles 2 and 4 of that Regulation.  whereas that additional information shows that the names comply with the said Articles.  whereas they should therefore be registered and added to the Annex to Commission Regulation EC No 110796 3 as last amended by Regulation EC No 13498 4.  Whereas following the accession of three new Member States the six-month period provided for in Article 17 of Regulation EEC No 208192 is to begin on the date of their accession.  whereas some of the names notified by those Member States comply with Articles 2 and 4 of that Regulation and should therefore be registered.  Whereas the measures provided for in this Regulation are in accordance with the opinion of the Regulatory Committee on Geographical Indications and Designations of Origin HAS ADOPTED THIS REGULATION Article 1.  The names in the Annex to this Regulation are hereby added to the Annex to Regulation EC No 110796.  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0843-en,Commission Regulation EC No 843/98 of 22 April 1998 amending Council Regulation EC No 2200/97 as regards the breakdown between the Member States of areas under apple trees pear trees peach trees and nectarine trees for which grubbing-up premiums can be granted,"COMMISSION REGULATION EC No 84398 of 22 April 1998 amending Council Regulation EC No 220097 as regards the breakdown between the Member States of areas under apple trees pear trees peach trees and nectarine trees for which grubbing-up premiums can be granted.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 220097 of 30 October 1997 on the improvement of the Community production of apples pears peaches and nectarines 1 and in particular Article 12 thereof Whereas Article 12 of Regulation EC No 220097 breaks down between the Member States the area in respect of which grubbing-up premiums as provided for in Article 11 of that Regulation can be granted.  whereas Article 12 of that Regulation stipulates the limit and the procedure applying to amendments to that breakdown.  Whereas according to information received by the Commission up to 1 April 1998 applications for grubbing-up premiums in certain Member States cover areas smaller than those mentioned in Article 12 of the abovementioned Regulation.  whereas the total areas still available amount to 630 hectares in the case of apple trees and pear trees and 1 264 hectares in the case of peach trees and nectarine trees.  whereas those areas should be allocated to Member States where the areas covered by applications exceed those mentioned in Article 12 of the abovementioned Regulation and as a priority to those Member States where withdrawals represent the highest percentages of production.  whereas however transfers should not involve areas of less than about 50 hectares.  Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Fruit and Vegetables HAS ADOPTED THIS REGULATION Article 1.  The table in Article 12 of Regulation EC No 220097 is hereby replaced by the following.  TABLE.  Article 2.  This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R0782-en,Council Regulation EC No 782/98 of 7 April 1998 amending Regulation EC No 1626/94 laying down certain technical measures for the conservation of fishery resources in the Mediterranean,"COUNCIL REGULATION EC No 78298 of 7 April 1998 amending Regulation EC No 162694 laying down certain technical measures for the conservation of fishery resources in the Mediterranean.  THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing the European Community and in particular Article 43 thereof Having regard to the proposal from the Commission 1 Having regard to the opinion of the European Parliament 2 Having regard to the opinion of the Economic and Social Committee 3 Whereas according to Article 2 of Council Regulation EC No 376092 of 20 December 1992 establishing a Community system for fisheries and aquaculture 4 the general objectives of the common fisheries policy is to protect and conserve living marine aquatic resources.  Whereas the International Commission for the Conservation of Atlantic Tuna ICCAT at its 10th extraordinary session held in San Sebastian Spain from 22 to 29 November 1996 adopted two recommendations concerning the fishing activity for bluefin tuna in the Mediterranean.  whereas ICCAT has also recommended certain specific rules on minimum landing sizes of bluefin tuna.  whereas all these recommendations are drawn up on scientific advice.  Whereas in the framework of the Community's international obligations and in particular taking into account the future accession of the Community to ICCAT it is appropriate to implement those recommendations in order to avoid an excessive fishing pressure on bluefin tuna.  Whereas Regulation EC No 162694 5 should consequently be amended HAS ADOPTED THIS REGULATION Article 1.  Regulation EC No 162694 is hereby amended as follows 1.  the following Article shall be inserted 'Article 3a.  1.  It shall be forbidden to fish for bluefin tuna with purse seine during the period from 1 to 31 August.  2.  It shall be forbidden to use airplanes or helicopters in support of fishing operations for bluefin tuna during the period 1 to 30 June. .  2.  in Annex IV - the following text shall replace the corresponding entry TABLE.  - former footnote  shall be renumbered as .  Article 2.  This Regulation shall enter into force on the day following that of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R1138-en,Council Regulation EC No 1138/98 of 28 May 1998 amending Annexes II and III to Regulation EC No 519/94 on common rules for imports from certain third countries,"COUNCIL REGULATION EC No 113898 of 28 May 1998 amending Annexes II and III to Regulation EC No 51994 on common rules for imports from certain third countries.  THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing the European Community and in particular Article 113 thereof Having regard to the proposal from the Commission Whereas Regulation EC No 51994 1 introduced in respect of the People's Republic of China the quotas listed in Annex II to that Regulation and the surveillance measures listed in Annex III thereto.  Whereas the Council's objective in establishing the quotas was to strike a balance between an appropriate level of protection for the Community industries concerned and maintenance of an acceptable level of trade with China taking into account the various interest in play.  Whereas analysis of the main economic indicators in particular the volume and market share of Chinese imports leads to the conclusion that the quota on toys falling within HSCN codes 9503 41 9503 49 and 9503 90 should be abolished and that such abolition would be neither inconsistent with the above objective nor liable to disrupt the Community market.  Whereas in the light of the experience acquired in implementing the quotas the situation of the Community producers concerned indicates that a 5  upward adjustment of the quotas would be appropriate and would be neither inconsistent with the above objective nor liable to disrupt the Community market.  whereas however in the case of footwear the particularly sensitive nature of the industry indicates that for the time being no increase is appropriate.  Whereas the products in respect of which the quota is abolished by this Regulation should however be subject to prior Community surveillance in order to ensure adequate monitoring of the volume and prices of the imports of the products concerned.  Whereas the quantitative quotas and the surveillance measures introduced pursuant to Regulation EC No 51994 should therefore be amended HAS ADOPTED THIS REGULATION Article 1.  Annexes II and III to Regulation EC No 51994 shall be replaced by the Annexes which appear in Annexes I and II to this Regulation respectively.  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  It shall apply from 1 January 1998.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc31998R1197-en,Council Regulation EC ECSC Euratom No 1197/98 of 5 June 1998 amending Regulation EEC Euratom ECSC No 260/68 laying down the conditions and procedure for applying the tax for the benefit of the European Communities,"COUNCIL REGULATION EC ECSC EURATOM No 119798 of 5 June 1998 amending Regulation EEC Euratom ECSC No 26068 laying down the conditions and procedure for applying the tax for the benefit of the European Communities.  THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing a single Council and a single Commission of the European Communities Having regard to the Protocol on the privileges and immunities of the European Communities and in particular Articles 13 and 23 thereof Having regard to the proposal from the Commission 1 Having regard to the opinion of the European Parliament 2 1 Whereas the European Monetary Institute has delivered an opinion 3.  2 Whereas the European Central Bank is already established.  3 Whereas it is appropriate to extend the application of the tax for the benefit of the European Communities on the terms and in accordance with the procedure laid down in Regulation EEC Euratom ECSC No 26068 4 to the salaries wages and emoluments of the members of the Governing Council and the General Council of the European Central Bank and the staff of that Bank.  whereas the application of this tax to the European Monetary Institute becomes irrelevant when the liquidation of the Institute is completed HAS ADOPTED THIS REGULATION Article 1.  Article 12a of Regulation EEC Euratom ECSC No 26068 shall be repealed with effect from the day after the date on which the liquidation of the European Monetary Institute is completed.  Article 2.  The following shall be inserted in Regulation EEC Euratom ECSC No 26068 'Article 12c.  This Regulation shall apply to the members of the Governing Council and of the General Council of the European Central Bank to members of its staff and to recipients of the pensions paid by the Bank who are included in the categories determined by the Council pursuant to the first subparagraph of Article 16 of the Protocol on the privileges and immunities of the European Communities with regard to salaries wages and emoluments and to disability retirement and survivors' pensions paid by the Bank. .  Article 3.  This Regulation shall be applicable as from 1 June 1998.  Article 4.  This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
